0,7817.08,0.002,0.001,train,ReLU
1,7712.5,0.002,0.001,train,ReLU
2,7663.76,0.002,0.001,train,ReLU
3,7609.84,0.002,0.001,train,ReLU
4,7542.11,0.002,0.001,train,ReLU
5,7460.45,0.002,0.001,train,ReLU
6,7358.77,0.002,0.001,train,ReLU
7,7242.24,0.002,0.001,train,ReLU
8,7118.68,0.002,0.001,train,ReLU
9,6998.18,0.002,0.001,train,ReLU
10,6876.7,0.002,0.001,train,ReLU
11,6760.24,0.002,0.001,train,ReLU
12,6654.17,0.002,0.001,train,ReLU
13,6553.23,0.002,0.001,train,ReLU
14,6458.56,0.002,0.001,train,ReLU
15,6368.64,0.002,0.001,train,ReLU
16,6288.05,0.002,0.001,train,ReLU
17,6210.14,0.002,0.001,train,ReLU
18,6130.93,0.002,0.001,train,ReLU
19,6072.5,0.002,0.001,train,ReLU
20,6001.83,0.002,0.001,train,ReLU
21,5948.05,0.002,0.001,train,ReLU
22,5890.61,0.002,0.001,train,ReLU
23,5858.5,0.002,0.001,train,ReLU
24,5820.57,0.002,0.001,train,ReLU
25,5799.54,0.002,0.001,train,ReLU
26,5791.54,0.002,0.001,train,ReLU
27,5759.8,0.002,0.001,train,ReLU
28,5734.11,0.002,0.001,train,ReLU
29,5728.58,0.002,0.001,train,ReLU
30,5699.69,0.002,0.001,train,ReLU
31,5689.7,0.002,0.001,train,ReLU
32,5662.25,0.002,0.001,train,ReLU
33,5644.7,0.002,0.001,train,ReLU
34,5644.77,0.002,0.001,train,ReLU
35,5625.47,0.002,0.001,train,ReLU
36,5611.15,0.002,0.001,train,ReLU
37,5592.03,0.002,0.001,train,ReLU
38,5578.58,0.002,0.001,train,ReLU
39,5563.62,0.002,0.001,train,ReLU
40,5558.65,0.002,0.001,train,ReLU
41,5555.8,0.002,0.001,train,ReLU
42,5546.54,0.002,0.001,train,ReLU
43,5550.6,0.002,0.001,train,ReLU
44,5530.74,0.002,0.001,train,ReLU
45,5544.18,0.002,0.001,train,ReLU
46,5536.54,0.002,0.001,train,ReLU
47,5545.22,0.002,0.001,train,ReLU
48,5536.71,0.002,0.001,train,ReLU
49,5529.98,0.002,0.001,train,ReLU
50,5530.21,0.002,0.001,train,ReLU
51,5518.01,0.002,0.001,train,ReLU
52,5513.53,0.002,0.001,train,ReLU
53,5512.89,0.002,0.001,train,ReLU
54,5507.34,0.002,0.001,train,ReLU
55,5501.71,0.002,0.001,train,ReLU
56,5495.76,0.002,0.001,train,ReLU
57,5490.25,0.002,0.001,train,ReLU
58,5489.71,0.002,0.001,train,ReLU
59,5485.86,0.002,0.001,train,ReLU
60,5472.93,0.002,0.001,train,ReLU
61,5462.92,0.002,0.001,train,ReLU
62,5450.74,0.002,0.001,train,ReLU
63,5443.32,0.002,0.001,train,ReLU
64,5427.48,0.002,0.001,train,ReLU
65,5420.2,0.002,0.001,train,ReLU
66,5391.15,0.002,0.001,train,ReLU
67,5385.48,0.002,0.001,train,ReLU
68,5373.38,0.002,0.001,train,ReLU
69,5365.58,0.002,0.001,train,ReLU
70,5362.52,0.002,0.001,train,ReLU
71,5363.54,0.002,0.001,train,ReLU
72,5355.06,0.002,0.001,train,ReLU
73,5351.4,0.002,0.001,train,ReLU
74,5357.6,0.002,0.001,train,ReLU
75,5343.61,0.002,0.001,train,ReLU
76,5336.86,0.002,0.001,train,ReLU
77,5340.59,0.002,0.001,train,ReLU
78,5335.38,0.002,0.001,train,ReLU
79,5335.86,0.002,0.001,train,ReLU
80,5327.62,0.002,0.001,train,ReLU
81,5310.72,0.002,0.001,train,ReLU
82,5309.35,0.002,0.001,train,ReLU
83,5324.01,0.002,0.001,train,ReLU
84,5304.55,0.002,0.001,train,ReLU
85,5261.59,0.002,0.001,train,ReLU
86,5253.93,0.002,0.001,train,ReLU
87,5253.1,0.002,0.001,train,ReLU
88,5277.08,0.002,0.001,train,ReLU
89,5273.28,0.002,0.001,train,ReLU
90,5272.83,0.002,0.001,train,ReLU
91,5265.91,0.002,0.001,train,ReLU
92,5265.81,0.002,0.001,train,ReLU
93,5264.97,0.002,0.001,train,ReLU
94,5275.66,0.002,0.001,train,ReLU
95,5264.95,0.002,0.001,train,ReLU
96,5261.27,0.002,0.001,train,ReLU
97,5278.88,0.002,0.001,train,ReLU
98,5273.11,0.002,0.001,train,ReLU
99,5283.49,0.002,0.001,train,ReLU
100,5279.18,0.002,0.001,train,ReLU
101,5277.17,0.002,0.001,train,ReLU
102,5269.93,0.002,0.001,train,ReLU
103,5248.51,0.002,0.001,train,ReLU
104,5254.67,0.002,0.001,train,ReLU
105,5264.27,0.002,0.001,train,ReLU
106,5246.46,0.002,0.001,train,ReLU
107,5286.19,0.002,0.001,train,ReLU
108,5242.62,0.002,0.001,train,ReLU
109,5259.25,0.002,0.001,train,ReLU
110,5238.97,0.002,0.001,train,ReLU
111,5261.29,0.002,0.001,train,ReLU
112,5267.92,0.002,0.001,train,ReLU
113,5278.41,0.002,0.001,train,ReLU
114,5256.49,0.002,0.001,train,ReLU
115,5264.1,0.002,0.001,train,ReLU
116,5265.5,0.002,0.001,train,ReLU
117,5264.67,0.002,0.001,train,ReLU
118,5294.91,0.002,0.001,train,ReLU
119,5277.94,0.002,0.001,train,ReLU
120,5276.44,0.002,0.001,train,ReLU
121,5284.59,0.002,0.001,train,ReLU
122,5310.33,0.002,0.001,train,ReLU
123,5301.1,0.002,0.001,train,ReLU
124,5317.1,0.002,0.001,train,ReLU
125,5308.92,0.002,0.001,train,ReLU
